1	咳瑟，肺炎，一周前没查出来肺结核不知道是肺炎还是肺结核	明天行吗
1	左腿膝盖扭伤左腿膝盖扭伤	但没有疼痛感呢，而且当时动作并不剧烈呀
1	但没有疼痛感呢，而且当时动作并不剧烈呀	好的谢谢
1	头疼不知道什么病	感冒症状没了，但是还是咳嗽是正常的吗
1	腮腺混合瘤是否为腮腺混合瘤？怎么治疗？	是否可以确定是腮腺混合瘤呢？手术之前还需要做什么检查？身体状况需要做好什么准备？比如消炎、食物方面谢谢医生
1	是否可以确定是腮腺混合瘤呢？手术之前还需要做什么检查？身体状况需要做好什么准备？比如消炎、食物方面谢谢医生	这算大手术吗？有什么风险吗？
1	支气管哮喘孕期支气管哮喘	可是不见好转，停了又咳喘，胸闷
1	可是不见好转，停了又咳喘，胸闷	有时咳喘，胸闷气短，过了几个小时自然缓解，这样反反复复，吃多了药会不会对胎儿影响？
1	有时咳喘，胸闷气短，过了几个小时自然缓解，这样反反复复，吃多了药会不会对胎儿影响？	等于还是得去医院开点药吗？可是去医院开的跟你不同，希望快点好起来，
1	胸口疼！每天早上4-5点之间就会疼半分钟胸口疼，医生初步	照影结果说90%堵塞所以当天就支架了！支完后每天凌晨3-4点之间还会有点疼！含服要马上就好
1	照影结果说90%堵塞所以当天就支架了！支完后每天凌晨3-4点之间还会有点疼！含服要马上就好	老爸疼时吃的：硝酸异山梨脂片支架后一直吃3种药:阿司匹林肠溶片、阿托伐他丁钙片、硫酸氢氯吡格雷片
1	老爸疼时吃的：硝酸异山梨脂片支架后一直吃3种药:阿司匹林肠溶片、阿托伐他丁钙片、硫酸氢氯吡格雷片	最近胃胀的厉害！吃药两个多月
1	腰椎间盘突出伴钙化椎间盘突出伴钙化	谢谢，你的文章太有用了。谢谢
1	乳腺癌怀疑乳腺癌	谢谢！准备从三甲医院请一位副主任医生来动手术可以吗？
1	谢谢！准备从三甲医院请一位副主任医生来动手术可以吗？	多谢啦
1	多谢啦	毕大夫，请问同一个治疗方案在不同医院用药还能不一样吗？
1	宝宝突然变的不像以前活泼也不像以前爱笑爱是不是自闭症	但是这一个星期之内才出现的
1	妊娠期甲减妊娠期甲减	每次抽血是空腹，没服药
1	左侧单孔挤压出清水样溢液，乳腺结节增生乳腺结节切除	是的，就一个孩子，现在5岁了准备要二胎错吃黄体酮就变成现在这样子了
1	骨折手术8个月后再次骨折，不知道怎么办骨折术后再次摔伤	因已做内固定，现在已经没法再外固定了
1	心血管是否可以确诊为冠心病	好
1	手指干裂鳞屑脱皮，一年四季都这样！手指尖变硬干裂出血	还是继续用尿素乳膏和维生素E乳么！需要换药么！能否吸烟及喝酒！
1	前列腺炎，尿频尿急尿不尽，尿黄，滴尿，前列腺炎尿频尿急	我已经几天没吃药了，有没有影响
1	我已经几天没吃药了，有没有影响	该怎么治疗
1	该怎么治疗	是前列倍喜和宁泌泰吗，还有卫喜康这几种吗
1	心脏难受需要去医院还是休息就行	睡觉时很难入睡有什么药物可以服用
1	视神经萎缩宝宝两个月不追物	我们在青海省，你给我先分析一下
1	扁桃腺炎扁桃腺发炎	谢谢大夫及时回复，我昨天带孩子去医院验了血常规
1	谢谢大夫及时回复，我昨天带孩子去医院验了血常规	您看看这情况是感染期还是恢复期？吃什么药？昨天医生说嗓子有点儿红，说还是炎症
1	右附件区囊肿、盆腔积液右附件囊肿，盆腔积液	现在感冒发烧对HCG检查结果有影响吗
1	现在感冒发烧对HCG检查结果有影响吗	好的，谢谢您
1	抑郁症焦虑症出汗心慌头晕脑胀，严重时浑身哆嗦，控制	谢谢
1	半月板后角撕裂半月板后角撕裂能恢复吗？	大夫你看Mr图片清晰吗。严重不？我现在不能弯腿中医大夫让做绷脚练习我这个没有那么严重吧。需要注意什么呢。什么外敷药物有木有用
1	大夫你看Mr图片清晰吗。严重不？我现在不能弯腿中医大夫让做绷脚练习我这个没有那么严重吧。需要注意什么呢。什么外敷药物有木有用	没救了吗？我重新拍你再看看可以吗？我不想手术还需要注意什么？吃什么？康复训练还需要做吗？好是得静养着或者我加你微信
1	没救了吗？我重新拍你再看看可以吗？我不想手术还需要注意什么？吃什么？康复训练还需要做吗？好是得静养着或者我加你微信	手术费用多少？除了手术还需要注意什么？！的这个片子严重吗。现在都不敢下床
1	手术费用多少？除了手术还需要注意什么？！的这个片子严重吗。现在都不敢下床	用固定版固定不下床活动可以吗？
1	血管瘤血管瘤，草莓状	嗯嗯，就是
1	嗯嗯，就是	你是那个医院的
1	你是那个医院的	这血管瘤怎么治的话效果好
1	腰疼腰疼是怎么回事儿	腿不疼。要做哪方面的检查？
1	腿不疼。要做哪方面的检查？	好的谢谢大夫
1	尿液分析蛋白1+尿液分析里蛋白高	有糖尿病，24小时没测过，空腹6,0!餐28,6
1	孕早期今天拉肚子拉一天了拉肚子怎么缓解	什么都不吃吗
1	什么都不吃吗	那样会不会受不了，拉肚子一天现在一点力气都没有了
1	那样会不会受不了，拉肚子一天现在一点力气都没有了	好的，如果明天还这样需要去医院检查什么方面的问题呢
1	绝经回流宫颈筛查，绝经后过一年有鲜血流出	您好！谢谢您
1	您好！谢谢您	鲜血，没有性生活，最近血止了流的是大酱色
1	房颤房颤怎么治疗？需要手术吗？	你好大夫，那麻烦问下都需要做哪些检查呢？严重吗？都是大手术还是小手术？长期房颤有生命危险吗？
1	回吸鼻出血，咽喉痛是鼻咽癌我该怎么办	4号拍片，到时候才知道，谢谢你的回答，医生。
1	喉咙右侧感觉痛，忽轻忽重，吃东西不痛这个病最好的治疗方	谢谢您的回复，我胃和肠道应该没事，平时没有反酸不舒服，但是是教师职业病有慢性咽炎，2016.4声带息肉做了手术，平时好上火，口腔总是有溃疡
1	谢谢您的回复，我胃和肠道应该没事，平时没有反酸不舒服，但是是教师职业病有慢性咽炎，2016.4声带息肉做了手术，平时好上火，口腔总是有溃疡	平时有炎症消炎药吃的少，总是坚持不到疗程就停药了
1	平时有炎症消炎药吃的少，总是坚持不到疗程就停药了	现在放假了想去北京手术切除这个水肿，不知道这是不是最好的治疗方法
1	乙肝大三阳，乙肝大三阳	戴医生好，请问还要服药吗？还有HBV-DNA怎么做这个检查
1	做试管有输卵管积水输卵管积水	3.1毫米属于轻度还是重度？
1	3.1毫米属于轻度还是重度？	？？？
1	阴道出血阴道黑褐色血	11月21的月经
1	11月21的月经	我有多囊吃了三个月的达英最后一个月吃了克罗米芬12月30号查出来怀孕的
1	我有多囊吃了三个月的达英最后一个月吃了克罗米芬12月30号查出来怀孕的	12月23号测试纸没有30号测试纸有
1	12月23号测试纸没有30号测试纸有	去医院看医生也说观察几天做b超也看不到什么要我休息肚子痛再去
1	去医院看医生也说观察几天做b超也看不到什么要我休息肚子痛再去	黑褐色的血量也不多
1	黑褐色的血量也不多	如果血值不升是不是就生化了
1	如果血值不升是不是就生化了	什么都没吃治疗多囊只吃了达英我月经不准排卵也没测过
1	什么都没吃治疗多囊只吃了达英我月经不准排卵也没测过	109斤
1	109斤	如果血值不升是不是就自己生化了啊
1	如果血值不升是不是就自己生化了啊	生化就跟月经量一样多吗？
1	生化就跟月经量一样多吗？	我三年长了30斤就是肚子大腿肉多
1	恐艾滋病害怕得艾滋病	那这个忽高忽低的值是怎么回事啊？我就害怕现在没感染，是早期检测不准，我也不懂，所以害怕
1	淋巴结肿大医生你好帮我看看	可以
1	可以	医生有微信吗
1	经期延长经期延长到不正常	要是吃药把血止住对身体好吗，会不会有什么副作用啊
1	要是吃药把血止住对身体好吗，会不会有什么副作用啊	那我这是什么情况，为什么会内分泌失调
1	心脏问题心脏起搏器	李医生，您好，没有做动态的
1	李医生，您好，没有做动态的	好的，谢谢您。我先做一下，后面再向您请教
1	尿频尿急，尿失禁后天是我妈生日，我希望她健康永远。把尿	手术后一周能出院是吧
1	手术后一周能出院是吧	必须换腰带吗
1	必须换腰带吗	在荆州医院看的，医生说要装一个腰带，就是隔尿袋。必须这样吗
1	在荆州医院看的，医生说要装一个腰带，就是隔尿袋。必须这样吗	医生说是装身体里面的，不是外面的
1	阴部瘙痒疼痛瘙痒疼痛难受	半个多月了
1	半个多月了	没有
1	hpv16阳hpv16阳性持续一年下一步如何治疗	谢谢您
1	谢谢您	请问阴道镜跟活检需要一起做吗，还是阴道镜满意就不需要活检了？
1	请问阴道镜跟活检需要一起做吗，还是阴道镜满意就不需要活检了？	因为7月份做过hpv和tct现在去做阴道镜活检还需要再筛查一下hpv吗
1	雄激素源性脱发能不能用仙琚	医生你好，我这西安，我买不到保法止，门口药店都走完了没见着有货的，请问有什么渠道能买到吗
1	我今天去的西京医院，大夫说医院没有让我自己出来买，然后我后面天猫上买，别人直接说半年之内估计都没货，请问您的医院能买吗	您好就是我在西安，我这买不到好像断货，所在的医院能买是吗？我该怎么买呢
1	您好就是我在西安，我这买不到好像断货，所在的医院能买是吗？我该怎么买呢	您那有吗，能不能直接您帮我寄过来，我这邮费到付给您，您看可以吗，或者以什么方式
1	皮肤脱皮皮肤红指甲边上有硬块	我脚指甲有灰指甲平时很注意的应该不了传染吧
1	白癜风，复发自己用西格玛窄谱紫外线治疗仪，治疗可以	药物以前用的他克莫司软膏，和卡介菌多糖，效果挺好，
1	胸疼，胸骨后疼，心窝处疼，打隔，是不是什么癌症？	吃药就是没用，持续烧心疼痛，该怎么办？
1	吃药就是没用，持续烧心疼痛，该怎么办？	我复查胃镜是疣状胃炎，吃什么药都没用，就是烧心酸，想死的心都有了，真是被折磨死了，我这严重吗韩主任，为什么吃药就是没效呢？胃里快热死了。
1	不爱吃奶不吃辅食便便干燥有便秘消化不良便秘	需要吃点药什么的吗
1	法洛四联症引起患儿容易感冒，呼吸困难法洛四联症能不能手	请问应主任，手术成功率多少，后遗症是什么，感谢回复
1	请问应主任，手术成功率多少，后遗症是什么，感谢回复	谢谢应主任
1	谢谢应主任	请问应教授，在哪个医院，找那个教授为我小孩做手术比较好点，麻烦请指教
1	请问应教授，在哪个医院，找那个教授为我小孩做手术比较好点，麻烦请指教	那怎么联系你应主任
1	请问会是肠癌么？请问会是肠癌么？	好的，谢谢
1	单位查体发现尿隐血2+尿隐血怎么办呀？	您好，冯大夫，没有这种症状，查过泌尿彩超没有发现问题的。
1	您好，冯大夫，没有这种症状，查过泌尿彩超没有发现问题的。	好的，谢谢您，冯大夫！
1	鼻塞鼻塞的原因	鼻腔目测没有异物跟鼻涕结痂物。如果毛细支气管炎没好是不是也会有鼻塞情况呢？我们这次支气管炎最早也是从鼻塞开始
1	鼻腔目测没有异物跟鼻涕结痂物。如果毛细支气管炎没好是不是也会有鼻塞情况呢？我们这次支气管炎最早也是从鼻塞开始	好的谢谢医生
1	肺结核肺结核该怎么办	哦哦好的谢谢医生
1	哦哦好的谢谢医生	小的时候打过疫苗的话被传染的几率高吗？？
1	小的时候打过疫苗的话被传染的几率高吗？？	有的医生说住院治疗半个月到一个月也可能两三个月控制住不传染后就可以回家吃药治疗了是对的吗？
1	孩子眼睛白眼球有点兰，是怎么回事如何解决啊	能有什么原因引起的呢
1	能有什么原因引起的呢	如果是病得话能是什么病啊
1	细菌性阴道炎，宫颈糜烂，宫颈息肉白带黄绿色检查后褐色	主任怎么看是细菌性阴道炎呀？我分泌物检查是这个
1	不规则出血要检查HPV吗？	谢谢医生，具体哪天分不清了，只是量多，是剖宫产！这个跟什么有关系呢？
1	怀孕4周,HCG值正常么？末次月经11月28日，HCG值2.3万多正	每月的28号来应该算作是30天吧
1	每月的28号来应该算作是30天吧	每月的28号来应该算作是30天吧孕囊1.7还没有胎心这个正常么？怎么感觉和我怀孕的天数对不上呢
1	妇科清宫后有残留是否一定要宫腔镜手术？	11-1号流产，胎盘下不来清宫了，11-3号又清了一次，流产后吃了一个月雌二醇/雌二醇地屈孕酮片
1	11-1号流产，胎盘下不来清宫了，11-3号又清了一次，流产后吃了一个月雌二醇/雌二醇地屈孕酮片	医生您好，请问优思明可以长期吃吗？
1	医生您好，请问优思明可以长期吃吗？	这次月经之后去检查已经干净了，但是子宫内膜很薄，只有2.6mm，请问吃优思明有用吗？
1	失眠，现在已经是睡眠障碍，抑郁，强迫！停药不能入睡咋办	广安门医院在哪里？
1	小肚子疼小肚子疼怎么办	不是肠道问题吗
1	扣了闭口变成硬块，两天后左脸肿的厉害扣闭口导致硬块最后	您好冯主任，这个是我下午吃的药，说明书说成人吃两片，我不确定是否对我额额症状，所以今天中午只吃了一片，
1	腰间盘突出压迫神经导致性功能障碍腰间盘压迫性功能神经	我们去看了，微创也做不了，只能整个后背打开但是那样容易瘫痪，所以我想问问有没有什么物理疗法可以治疗？你们之前有遇到这样的情况吗？
1	我们都去北京军区总医院看了，医生就这么说的他的位置在正中间，位置比较高还，不可能做微创只能是开放式手术但是碰到一根神经就会摊掉。	除了手术没有办法是吧？物理疗法不可以吗？
1	左侧腹股沟区囊块腿粗囊肿用不用手术	现在手术还是观查一段时间？
1	现在手术还是观查一段时间？	昨天发现的，现在一直存在
1	公共场所外伤出血怕感染艾滋病在公共场所被公共物品刺伤流	谢谢医生，谢谢安慰
1	妇科疾病哺乳期出现类似息肉怎么办？	产后半年，产后不规则出血，后检查出HVP51，然后11月份去沈阳一大二院检查说有息肉，然后昨天又去做检查，就是上传的彩超，想知道严重么
1	产后半年，产后不规则出血，后检查出HVP51，然后11月份去沈阳一大二院检查说有息肉，然后昨天又去做检查，就是上传的彩超，想知道严重么	宫腔镜检查，如果是息肉，做手术摘除需要断奶么？我现在是哺乳期
1	两边脸颊的痘痘和红褐色痘印治疗面部痘痘及痘印	淡化的话需要药物辅助吗
1	距离上次姨妈已经四十天了想问药流和人流怀孕想打胎	28天左右挺规律的，已经试纸测了，怀孕了
1	28天左右挺规律的，已经试纸测了，怀孕了	B超不行吗
1	一个月来两次大姨妈，已经有两个月了两个月来四次大姨妈怎	我没有性生活
1	我没有性生活	是说用避孕药来控制吗？
1	是说用避孕药来控制吗？	那我这个症状属于什么？
1	那我这个症状属于什么？	对身体没有影响吗?
1	怀孕23周＋2天，做完系统排畸的结果请医生看看四维检查结	首先，谢谢医生在节假日还能为我诊断，非常感谢。我的这个数值是不是在正常范围内所以不用担心，那脑部的和肾盂处的能自己吸收吗
1	首先，谢谢医生在节假日还能为我诊断，非常感谢。我的这个数值是不是在正常范围内所以不用担心，那脑部的和肾盂处的能自己吸收吗	今天刚查出来溶血，哎，有点高，医生给开的茵栀黄口服液
1	今天刚查出来溶血，哎，有点高，医生给开的茵栀黄口服液	陈医生，今天我怀孕八个月了，上午去拍孕照，晚上有点肚子疼，开始腹泻，拉了两次，我可以喝思密达吗？
1	30周之前的B超都是正常的，到32周就发现偏短了，前期的的唐氏，nt，四维都正常，这种情况现在还能有什么办法？	我有妊娠糖尿病，这个会不会跟控制饮食有关系。？胎儿营养不良的这种情况，。
1	女朋友做无痛人流7天无痛人流房事	那怎么办呢
1	那怎么办呢	是不是要去医院检查，什么时候去检查，现在没有什么反应，会影响以后生孩子吗？会不会有后遗症
1	是不是要去医院检查，什么时候去检查，现在没有什么反应，会影响以后生孩子吗？会不会有后遗症	女朋友没有腹痛发烧的症状，跟平常差不多，需要去医院检查什么，我得带她去
1	玫瑰糠癣玫瑰糠癣的治疗	在饮食上需要注意什么吗？谢谢！！！
1	在饮食上需要注意什么吗？谢谢！！！	发现还在新增红点点，现在用的药是否完全对症，需要调整吗？这个病会复发吗？谢谢！！！
1	多囊肾，多囊肝，高血压贫血严重营养不良，多囊肝，多囊肾	可是lcu肯定是透析，但是病人透析做不了，肺部比较严重
1	可是lcu肯定是透析，但是病人透析做不了，肺部比较严重	人清楚的，这几天已经没有发烧了，就是肺部可能呼吸道有点出血，人虚弱，无法起床，
1	不小心把大便檫到阴道里咋办？不小心把大便檫到阴道里	阴道外面，没有洗里面，有没有事？
1	甲状腺甲状腺囊肿能治好吗	请朱医生看一下
1	附睾囊肿附睾囊肿现在有不适感，该吃什么药缓解	我在网上看说囊肿不疼，但我在小肚子下边大腿根处有酸胀感，怎么办除了手术外怎么能缓解下谢谢您
1	我在网上看说囊肿不疼，但我在小肚子下边大腿根处有酸胀感，怎么办除了手术外怎么能缓解下谢谢您	曹主任您好，这是今天去医院的彩超您有时间的时候看一下
1	主任我家宝宝晚上鼻塞严重，嗓子还有痰，是否是腺样肥大？	窦大夫你好，晚上鼻塞快一个月了，原来有点感冒，白天也鼻塞，晚上睡觉张口呼吸，有憋气
1	窦大夫你好，晚上鼻塞快一个月了，原来有点感冒，白天也鼻塞，晚上睡觉张口呼吸，有憋气	有点黄色的鼻涕，前段时间扁桃体发炎过
1	黄体出血黄体出血如何治疗	是吃药还是得打吊瓶
1	是吃药还是得打吊瓶	有用药建议吗？搭配些什么药
1	脑子昏昏沉沉记忆力下降想事情模糊记忆力大大下降想事	闭上眼睛一片黑暗刚发生的事情就没有画面感大脑感觉昏昏沉沉感觉坏死大脑一直紧张放松不下来
1	闭上眼睛一片黑暗刚发生的事情就没有画面感大脑感觉昏昏沉沉感觉坏死大脑一直紧张放松不下来	没有用药
1	乳房检查乳房检查BI-RADS4类是什么意思	没有吧，我想问问就是看这化验单是不是良性的可能大呀。
1	没有吧，我想问问就是看这化验单是不是良性的可能大呀。	就是那个穿刺结果需要好几天，然后我着急，我先问问你就是看着化验单是良性比较大声，恶性没有比较大
